"","X","x","y","elevation","Presence"
"5008",5008,2146500,1761500,11,0
"5009",5009,-1550500,3608500,222,0
"5010",5010,-1666500,4179500,889,0
"5011",5011,1725500,2814500,198,0
"5012",5012,-2045500,2911500,438,0
"5013",5013,626500,1308500,403,0
"5014",5014,-134500,3890500,89,0
"5015",5015,-1441500,3403500,166,0
"5016",5016,-1994500,3896500,130,0
"5017",5017,486500,3076500,217,0
"5018",5018,-836500,2305500,218,0
"5019",5019,-1440500,3841500,217,0
"5020",5020,-1999500,2817500,2795,0
"5021",5021,-861500,2559500,174,0
"5022",5022,-750500,3755500,103,0
"5023",5023,1620500,3127500,53,0
"5024",5024,-790500,1762500,3872,0
"5025",5025,1022500,1476500,547,0
"5026",5026,-979500,4395500,61,0
"5027",5027,-1632500,4681500,1043,0
"5028",5028,1706500,2685500,475,0
"5029",5029,-933500,1339500,1563,0
"5030",5030,-45500,538500,80,0
"5031",5031,83500,1271500,106,0
"5032",5032,-1020500,1906500,3820,0
"5033",5033,-1555500,4656500,1788,0
"5034",5034,-130500,4616500,17,0
"5035",5035,735500,3350500,166,0
"5036",5036,909500,2701500,320,0
"5037",5037,1453500,2159500,895,0
"5038",5038,-1191500,4272500,99,0
"5039",5039,57500,3337500,59,0
"5040",5040,364500,580500,121,0
"5041",5041,1129500,2189500,273,0
"5042",5042,-531500,3478500,68,0
"5043",5043,1232500,884500,674,0
"5044",5044,-290500,773500,249,0
"5045",5045,-1573500,3814500,254,0
"5046",5046,1937500,2891500,227,0
"5047",5047,-976500,359500,1936,0
"5048",5048,-490500,1636500,1825,0
"5049",5049,356500,2839500,292,0
"5050",5050,-380500,3834500,150,0
"5051",5051,702500,3775500,290,0
"5052",5052,-659500,2997500,103,0
"5053",5053,36500,3959500,134,0
"5054",5054,131500,3901500,254,0
"5055",5055,-359500,2681500,84,0
"5056",5056,-1352500,3024500,146,0
"5057",5057,2012500,2654500,250,0
"5058",5058,567500,531500,250,0
"5059",5059,-590500,1133500,3747,0
"5060",5060,403500,1250500,288,0
"5061",5061,-1945500,4122500,102,0
"5062",5062,-865500,3850500,108,0
"5063",5063,-1371500,3642500,212,0
"5064",5064,-1929500,3947500,1382,0
"5065",5065,-675500,2135500,159,0
"5066",5066,1236500,2827500,190,0
"5067",5067,-1602500,2480500,228,0
"5068",5068,-431500,608500,340,0
"5069",5069,704500,2829500,245,0
"5070",5070,-61500,4077500,98,0
"5071",5071,653500,2026500,555,0
"5072",5072,76500,3720500,136,0
"5073",5073,-1578500,3779500,285,0
"5074",5074,793500,2222500,349,0
"5075",5075,-873500,521500,3873,0
"5076",5076,-1981500,3568500,757,0
"5077",5077,-1094500,2334500,417,0
"5078",5078,-251500,3989500,275,0
"5079",5079,-1267500,1873500,4087,0
"5080",5080,910500,3067500,197,0
"5081",5081,-1966500,3874500,870,0
"5082",5082,82500,1680500,200,0
"5083",5083,125500,3726500,212,0
"5084",5084,397500,3046500,159,0
"5085",5085,1312500,3252500,39,0
"5086",5086,-958500,3141500,131,0
"5087",5087,1837500,2349500,407,0
"5088",5088,-321500,1456500,781,0
"5089",5089,-224500,901500,193,0
"5090",5090,-683500,3887500,124,0
"5091",5091,2012500,2055500,361,0
"5092",5092,1607500,1372500,710,0
"5093",5093,-480500,783500,1043,0
"5094",5094,845500,3426500,85,0
"5095",5095,414500,3471500,73,0
"5096",5096,-408500,3939500,793,0
"5097",5097,-1909500,3951500,966,0
"5098",5098,-509500,634500,858,0
"5099",5099,-2156500,3037500,1340,0
"5100",5100,-1916500,3114500,175,0
"5101",5101,-753500,2502500,153,0
"5102",5102,508500,2069500,417,0
"5103",5103,-439500,2771500,88,0
"5104",5104,-85500,1663500,264,0
"5105",5105,-69500,4217500,503,0
"5106",5106,-756500,596500,4605,0
"5107",5107,2171500,2219500,274,0
"5108",5108,-1521500,2511500,177,0
"5109",5109,-430500,2251500,135,0
"5110",5110,9500,1146500,138,0
"5111",5111,2089500,2051500,612,0
"5112",5112,-1019500,335500,1305,0
"5113",5113,-2267500,2944500,148,0
"5114",5114,-189500,3396500,57,0
"5115",5115,779500,889500,432,0
"5116",5116,14500,986500,129,0
"5117",5117,1348500,1128500,1293,0
"5118",5118,-141500,2341500,216,0
"5119",5119,2302500,2659500,442,0
"5120",5120,-1184500,2715500,261,0
"5121",5121,1546500,2258500,541,0
"5122",5122,-1195500,4124500,147,0
"5123",5123,-562500,4115500,638,0
"5124",5124,-405500,1724500,268,0
"5125",5125,560500,2626500,542,0
"5126",5126,592500,4137500,44,0
"5127",5127,-916500,2674500,186,0
"5128",5128,2070500,2324500,716,0
"5129",5129,326500,741500,116,0
"5130",5130,-960500,4650500,471,0
"5131",5131,-1695500,4173500,883,0
"5132",5132,-1375500,3843500,199,0
"5133",5133,-124500,4139500,885,0
"5134",5134,-202500,1369500,374,0
"5135",5135,-400500,4235500,710,0
"5136",5136,-568500,991500,3410,0
"5137",5137,-1050500,3449500,70,0
"5138",5138,1783500,1629500,792,0
"5139",5139,-2143500,3302500,1781,0
"5140",5140,-1219500,4070500,138,0
"5141",5141,319500,252500,108,0
"5142",5142,777500,2715500,293,0
"5143",5143,256500,3628500,257,0
"5144",5144,39500,4443500,48,0
"5145",5145,-1016500,1707500,4828,0
"5146",5146,-319500,4562500,74,0
"5147",5147,406500,2333500,380,0
"5148",5148,-362500,2202500,182,0
"5149",5149,-367500,2419500,274,0
"5150",5150,-694500,293500,962,0
"5151",5151,-1911500,3188500,230,0
"5152",5152,1933500,2318500,658,0
"5153",5153,-156500,2042500,228,0
"5154",5154,135500,320500,59,0
"5155",5155,718500,599500,720,0
"5156",5156,-484500,483500,315,0
"5157",5157,2178500,2074500,154,0
"5158",5158,-485500,710500,970,0
"5159",5159,-383500,2352500,267,0
"5160",5160,-659500,1065500,4510,0
"5161",5161,-1893500,3606500,262,0
"5162",5162,-1783500,2229500,1007,0
"5163",5163,-1392500,3990500,201,0
"5164",5164,2569500,2771500,360,0
"5165",5165,393500,880500,170,0
"5166",5166,-167500,4355500,171,0
"5167",5167,1190500,3049500,92,0
"5168",5168,-1537500,2412500,1132,0
"5169",5169,977500,871500,990,0
"5170",5170,-717500,915500,4693,0
"5171",5171,1970500,2213500,954,0
"5172",5172,-52500,2256500,532,0
"5173",5173,-23500,1302500,148,0
"5174",5174,715500,3880500,318,0
"5175",5175,541500,714500,356,0
"5176",5176,-1348500,3184500,131,0
"5177",5177,1189500,1383500,690,0
"5178",5178,-1617500,3624500,213,0
"5179",5179,-1844500,4096500,970,0
"5180",5180,-607500,2912500,106,0
"5181",5181,-6500,3547500,211,0
"5182",5182,-490500,1819500,187,0
"5183",5183,-1954500,4417500,272,0
"5184",5184,-1085500,3179500,105,0
"5185",5185,-784500,2776500,143,0
"5186",5186,107500,1350500,102,0
"5187",5187,-772500,3834500,98,0
"5188",5188,-107500,1372500,244,0
"5189",5189,-144500,1182500,216,0
"5190",5190,735500,3655500,201,0
"5191",5191,-130500,1934500,295,0
"5192",5192,-477500,3010500,52,0
"5193",5193,-378500,2831500,87,0
"5194",5194,-1167500,2437500,329,0
"5195",5195,-340500,3051500,46,0
"5196",5196,-247500,1172500,277,0
"5197",5197,1506500,973500,335,0
"5198",5198,-783500,3467500,82,0
"5199",5199,-651500,372500,2351,0
"5200",5200,705500,1057500,344,0
"5201",5201,-668500,3358500,54,0
"5202",5202,-224500,3257500,51,0
"5203",5203,2491500,2710500,265,0
"5204",5204,366500,1645500,123,0
"5205",5205,-189500,4565500,5,0
"5206",5206,-1446500,4116500,188,0
"5207",5207,1666500,1086500,557,0
"5208",5208,-352500,1595500,990,0
"5209",5209,434500,2625500,247,0
"5210",5210,-476500,4494500,43,0
"5211",5211,742500,3700500,257,0
"5212",5212,-686500,1913500,304,0
"5213",5213,-152500,2132500,180,0
"5214",5214,-1060500,4699500,474,0
"5215",5215,-239500,667500,193,0
"5216",5216,220500,2223500,406,0
"5217",5217,1691500,3157500,9,0
"5218",5218,-841500,3751500,95,0
"5219",5219,780500,399500,845,0
"5220",5220,-559500,4686500,88,0
"5221",5221,-2036500,4016500,0,0
"5222",5222,-160500,4570500,5,0
"5223",5223,-1579500,3237500,146,0
"5224",5224,-2344500,3333500,196,0
"5225",5225,-1675500,3890500,465,0
"5226",5226,1301500,3371500,43,0
"5227",5227,625500,502500,498,0
"5228",5228,614500,4044500,127,0
"5229",5229,91500,411500,42,0
"5230",5230,-1424500,2816500,232,0
"5231",5231,-1337500,3934500,199,0
"5232",5232,1785500,2939500,214,0
"5233",5233,858500,3711500,326,0
"5234",5234,-142500,222500,86,0
"5235",5235,1014500,337500,0,0
"5236",5236,1341500,1215500,1043,0
"5237",5237,648500,642500,903,0
"5238",5238,-758500,1767500,3709,0
"5239",5239,-638500,2502500,179,0
"5240",5240,564500,252500,75,0
"5241",5241,361500,1659500,121,0
"5242",5242,476500,3742500,328,0
"5243",5243,-1308500,4334500,135,0
"5244",5244,-1232500,4738500,478,0
"5245",5245,-1432500,3782500,215,0
"5246",5246,534500,1820500,294,0
"5247",5247,2449500,2536500,685,0
"5248",5248,-1144500,3450500,94,0
"5249",5249,-317500,1640500,407,0
"5250",5250,504500,3125500,260,0
"5251",5251,1735500,2879500,431,0
"5252",5252,210500,735500,59,0
"5253",5253,-1953500,2862500,2621,0
"5254",5254,38500,2106500,605,0
"5255",5255,98500,3957500,187,0
"5256",5256,1339500,1055500,1394,0
"5257",5257,-574500,3185500,47,0
"5258",5258,548500,2458500,288,0
"5259",5259,1538500,991500,594,0
"5260",5260,-17500,3225500,41,0
"5261",5261,482500,2269500,381,0
"5262",5262,-228500,3479500,51,0
"5263",5263,-337500,3988500,345,0
"5264",5264,1163500,914500,686,0
"5265",5265,1095500,2319500,192,0
"5266",5266,-1447500,4347500,1147,0
"5267",5267,-966500,4366500,62,0
"5268",5268,-208500,2748500,75,0
"5269",5269,-1489500,3141500,100,0
"5270",5270,-24500,1644500,422,0
"5271",5271,-846500,1538500,3776,0
"5272",5272,1031500,504500,452,0
"5273",5273,-168500,2979500,69,0
"5274",5274,-66500,4154500,709,0
"5275",5275,-1968500,2763500,2745,0
"5276",5276,1950500,1509500,284,0
"5277",5277,-823500,3148500,120,0
"5278",5278,213500,4159500,90,0
"5279",5279,1628500,1210500,782,0
"5280",5280,2449500,2951500,38,0
"5281",5281,56500,4460500,16,0
"5282",5282,394500,1027500,369,0
"5283",5283,-704500,1347500,3659,0
"5284",5284,-1708500,2526500,2058,0
"5285",5285,880500,3156500,298,0
"5286",5286,1304500,904500,780,0
"5287",5287,-565500,1789500,223,0
"5288",5288,66500,409500,48,0
"5289",5289,-1520500,2583500,192,0
"5290",5290,1857500,1327500,284,0
"5291",5291,1992500,1486500,147,0
"5292",5292,2007500,2927500,184,0
"5293",5293,-798500,3256500,84,0
"5294",5294,646500,477500,350,0
"5295",5295,-1723500,3926500,1001,0
"5296",5296,933500,282500,3,0
"5297",5297,-993500,1157500,825,0
"5298",5298,751500,3659500,210,0
"5299",5299,2378500,2373500,307,0
"5300",5300,-159500,829500,164,0
"5301",5301,-1663500,2793500,139,0
"5302",5302,-1638500,2649500,233,0
"5303",5303,-217500,4247500,1154,0
"5304",5304,-942500,4288500,61,0
"5305",5305,498500,1064500,357,0
"5306",5306,727500,2138500,326,0
"5307",5307,-322500,4597500,21,0
"5308",5308,1444500,2098500,861,0
"5309",5309,-76500,4244500,646,0
"5310",5310,-1029500,4385500,70,0
"5311",5311,-129500,2912500,70,0
"5312",5312,-1104500,2689500,216,0
"5313",5313,443500,875500,236,0
"5314",5314,-1045500,4040500,142,0
"5315",5315,2139500,2006500,286,0
"5316",5316,235500,3115500,118,0
"5317",5317,-1092500,3112500,121,0
"5318",5318,863500,3273500,163,0
"5319",5319,-1341500,3695500,240,0
"5320",5320,-2026500,4275500,9,0
"5321",5321,975500,550500,551,0
"5322",5322,2172500,3198500,18,0
"5323",5323,-41500,732500,115,0
"5324",5324,2534500,2754500,216,0
"5325",5325,61500,484500,59,0
"5326",5326,121500,837500,93,0
"5327",5327,-780500,4274500,938,0
"5328",5328,1847500,1138500,12,0
"5329",5329,646500,2618500,302,0
"5330",5330,673500,380500,381,0
"5331",5331,1442500,2093500,972,0
"5332",5332,961500,3353500,51,0
"5333",5333,-1166500,3469500,118,0
"5334",5334,-27500,4428500,457,0
"5335",5335,1304500,2315500,377,0
"5336",5336,-247500,4566500,8,0
"5337",5337,2037500,2217500,723,0
"5338",5338,-870500,1358500,4557,0
"5339",5339,-625500,3902500,512,0
"5340",5340,184500,1994500,558,0
"5341",5341,-1411500,2999500,145,0
"5342",5342,-1432500,4441500,3238,0
"5343",5343,936500,3334500,60,0
"5344",5344,151500,2059500,670,0
"5345",5345,-1581500,4458500,1813,0
"5346",5346,1541500,2573500,491,0
"5347",5347,237500,1296500,99,0
"5348",5348,-680500,1870500,998,0
"5349",5349,2308500,2141500,89,0
"5350",5350,-2046500,3645500,2929,0
"5351",5351,-2208500,2832500,35,0
"5352",5352,1152500,2729500,282,0
"5353",5353,59500,1078500,116,0
"5354",5354,-217500,4594500,8,0
"5355",5355,-79500,3818500,90,0
"5356",5356,938500,1068500,580,0
"5357",5357,741500,1781500,466,0
"5358",5358,1859500,2007500,579,0
"5359",5359,-889500,316500,4481,0
"5360",5360,-1248500,2630500,329,0
"5361",5361,902500,2567500,322,0
"5362",5362,499500,465500,271,0
"5363",5363,-303500,3040500,67,0
"5364",5364,-1294500,2689500,251,0
"5365",5365,2341500,2637500,662,0
"5366",5366,353500,1320500,157,0
"5367",5367,1259500,3393500,18,0
"5368",5368,398500,4143500,256,0
"5369",5369,-1715500,3884500,2194,0
"5370",5370,182500,1331500,87,0
"5371",5371,2525500,2463500,718,0
"5372",5372,258500,1785500,101,0
"5373",5373,-232500,4381500,178,0
"5374",5374,-677500,2825500,122,0
"5375",5375,507500,2207500,436,0
"5376",5376,-1828500,3460500,230,0
"5377",5377,-189500,2570500,179,0
"5378",5378,737500,2084500,438,0
"5379",5379,-1465500,3301500,177,0
"5380",5380,2044500,1875500,836,0
"5381",5381,288500,1046500,118,0
"5382",5382,1518500,1096500,1035,0
"5383",5383,1482500,2576500,402,0
"5384",5384,896500,2434500,198,0
"5385",5385,-1088500,3963500,185,0
"5386",5386,-2033500,3157500,1468,0
"5387",5387,467500,1993500,373,0
"5388",5388,1365500,1043500,872,0
"5389",5389,-1993500,4104500,25,0
"5390",5390,-2261500,3428500,300,0
"5391",5391,-630500,2869500,111,0
"5392",5392,929500,587500,609,0
"5393",5393,1338500,2300500,366,0
"5394",5394,559500,2152500,428,0
"5395",5395,-2031500,4342500,6,0
"5396",5396,-1156500,3719500,188,0
"5397",5397,1561500,1525500,616,0
"5398",5398,-1340500,3726500,201,0
"5399",5399,1221500,1747500,922,0
"5400",5400,1062500,1542500,559,0
"5401",5401,-245500,4153500,809,0
"5402",5402,272500,2959500,141,0
"5403",5403,1812500,1518500,562,0
"5404",5404,1755500,2618500,408,0
"5405",5405,-48500,3994500,69,0
"5406",5406,479500,2876500,209,0
"5407",5407,843500,513500,908,0
"5408",5408,1851500,1637500,786,0
"5409",5409,1433500,1631500,541,0
"5410",5410,1099500,2401500,185,0
"5411",5411,600500,4100500,161,0
"5412",5412,794500,3237500,260,0
"5413",5413,1843500,1444500,300,0
"5414",5414,-516500,3935500,541,0
"5415",5415,2125500,1722500,83,0
"5416",5416,591500,2832500,263,0
"5417",5417,-1092500,2763500,165,0
"5418",5418,1403500,1874500,611,0
"5419",5419,1557500,2528500,456,0
"5420",5420,-1659500,3406500,168,0
"5421",5421,-1572500,2716500,176,0
"5422",5422,-393500,752500,367,0
"5423",5423,911500,3105500,248,0
"5424",5424,1040500,575500,291,0
"5425",5425,1986500,2538500,598,0
"5426",5426,-1160500,4455500,102,0
"5427",5427,-1443500,4386500,308,0
"5428",5428,-1502500,4436500,246,0
"5429",5429,-2274500,3048500,408,0
"5430",5430,217500,2595500,219,0
"5431",5431,1313500,1725500,915,0
"5432",5432,172500,4243500,126,0
"5433",5433,-1742500,3430500,234,0
"5434",5434,-1523500,4273500,1381,0
"5435",5435,-73500,4378500,144,0
"5436",5436,-978500,1567500,2188,0
"5437",5437,1262500,2690500,238,0
"5438",5438,1365500,1487500,847,0
"5439",5439,-779500,3378500,61,0
"5440",5440,-762500,927500,3778,0
"5441",5441,1037500,1017500,667,0
"5442",5442,-1791500,4243500,1573,0
"5443",5443,-944500,798500,2191,0
"5444",5444,801500,3310500,103,0
"5445",5445,-566500,3874500,343,0
"5446",5446,1028500,1907500,724,0
"5447",5447,-1459500,3033500,148,0
"5448",5448,-310500,3720500,58,0
"5449",5449,2280500,2221500,199,0
"5450",5450,-69500,2281500,328,0
"5451",5451,1819500,3010500,139,0
"5452",5452,-109500,1258500,197,0
"5453",5453,-749500,2761500,122,0
"5454",5454,-766500,858500,4221,0
"5455",5455,-151500,4644500,20,0
"5456",5456,-896500,1793500,3815,0
"5457",5457,-1070500,4757500,110,0
"5458",5458,-358500,2737500,71,0
"5459",5459,1974500,3147500,56,0
"5460",5460,382500,2372500,352,0
"5461",5461,-579500,3042500,97,0
"5462",5462,-66500,541500,84,0
"5463",5463,1337500,1698500,707,0
"5464",5464,413500,1039500,281,0
"5465",5465,-295500,759500,252,0
"5466",5466,2092500,3187500,45,0
"5467",5467,1549500,1020500,443,0
"5468",5468,-302500,361500,103,0
"5469",5469,1795500,2824500,227,0
"5470",5470,712500,3153500,187,0
"5471",5471,287500,3688500,298,0
"5472",5472,-1388500,2114500,2229,0
"5473",5473,797500,495500,729,0
"5474",5474,249500,2007500,445,0
"5475",5475,-1942500,3803500,1723,0
"5476",5476,216500,3504500,109,0
"5477",5477,691500,2304500,285,0
"5478",5478,-209500,4498500,286,0
"5479",5479,1470500,2477500,548,0
"5480",5480,1275500,2270500,405,0
"5481",5481,-1628500,3115500,119,0
"5482",5482,862500,2903500,276,0
"5483",5483,1777500,2223500,601,0
"5484",5484,1663500,1783500,582,0
"5485",5485,274500,3378500,24,0
"5486",5486,-836500,319500,3114,0
"5487",5487,2636500,2675500,587,0
"5488",5488,71500,3253500,13,0
"5489",5489,-1661500,3621500,217,0
"5490",5490,259500,2089500,584,0
"5491",5491,-884500,468500,3715,0
"5492",5492,-1762500,2227500,1105,0
"5493",5493,-1230500,2161500,2791,0
"5494",5494,-694500,2799500,100,0
"5495",5495,1203500,2757500,212,0
"5496",5496,-327500,2133500,154,0
"5497",5497,-671500,1855500,606,0
"5498",5498,324500,2979500,270,0
"5499",5499,-433500,1382500,2675,0
"5500",5500,485500,2315500,382,0
"5501",5501,-205500,1599500,307,0
"5502",5502,89500,3059500,108,0
"5503",5503,-31500,542500,78,0
"5504",5504,681500,734500,509,0
"5505",5505,-847500,1947500,1399,0
"5506",5506,-677500,3946500,148,0
"5507",5507,1583500,1089500,979,0
"5508",5508,292500,1379500,235,0
"5509",5509,1684500,1360500,720,0
"5510",5510,-145500,2557500,159,0
"5511",5511,348500,910500,136,0
"5512",5512,1113500,2266500,266,0
"5513",5513,-460500,440500,500,0
"5514",5514,-2047500,3758500,338,0
"5515",5515,-2182500,3130500,3544,0
"5516",5516,-1434500,3073500,168,0
"5517",5517,-800500,2767500,138,0
"5518",5518,-1650500,3435500,207,0
"5519",5519,-836500,2537500,155,0
"5520",5520,881500,2019500,251,0
"5521",5521,-807500,4398500,22,0
"5522",5522,-383500,650500,269,0
"5523",5523,-1334500,2524500,341,0
"5524",5524,15500,2907500,171,0
"5525",5525,-1670500,2691500,239,0
"5526",5526,328500,600500,88,0
"5527",5527,-595500,2064500,152,0
"5528",5528,1450500,3509500,26,0
"5529",5529,-657500,2454500,148,0
"5530",5530,-807500,3712500,104,0
"5531",5531,-1293500,1793500,1896,0
"5532",5532,-1600500,2432500,282,0
"5533",5533,1671500,1197500,779,0
"5534",5534,-17500,439500,60,0
"5535",5535,997500,3547500,20,0
"5536",5536,2435500,2768500,255,0
"5537",5537,583500,3478500,32,0
"5538",5538,1690500,3350500,40,0
"5539",5539,562500,3901500,375,0
"5540",5540,-166500,599500,178,0
"5541",5541,-2101500,2971500,696,0
"5542",5542,-1257500,3921500,165,0
"5543",5543,-341500,2866500,67,0
"5544",5544,-1623500,4087500,2880,0
"5545",5545,1851500,2869500,164,0
"5546",5546,219500,4113500,108,0
"5547",5547,-372500,239500,790,0
"5548",5548,129500,4054500,97,0
"5549",5549,-951500,1757500,4182,0
"5550",5550,948500,966500,487,0
"5551",5551,751500,1109500,432,0
"5552",5552,-1054500,2360500,301,0
"5553",5553,-475500,477500,359,0
"5554",5554,-498500,2976500,67,0
"5555",5555,-936500,1247500,895,0
"5556",5556,-988500,2326500,278,0
"5557",5557,-664500,4025500,1135,0
"5558",5558,-201500,2129500,182,0
"5559",5559,-685500,2701500,137,0
"5560",5560,-435500,3340500,64,0
"5561",5561,1399500,1581500,809,0
"5562",5562,-891500,4260500,58,0
"5563",5563,917500,2737500,272,0
"5564",5564,-79500,712500,126,0
"5565",5565,768500,3615500,147,0
"5566",5566,-391500,4260500,536,0
"5567",5567,-815500,1185500,3843,0
"5568",5568,-229500,1533500,336,0
"5569",5569,983500,2025500,299,0
"5570",5570,1825500,2778500,226,0
"5571",5571,1419500,2765500,276,0
"5572",5572,1250500,2253500,292,0
"5573",5573,-367500,2678500,84,0
"5574",5574,-1468500,3588500,229,0
"5575",5575,61500,855500,108,0
"5576",5576,-28500,648500,99,0
"5577",5577,281500,2309500,366,0
"5578",5578,-144500,2233500,229,0
"5579",5579,-908500,1324500,2827,0
"5580",5580,127500,877500,95,0
"5581",5581,799500,1882500,342,0
"5582",5582,2168500,2661500,477,0
"5583",5583,-85500,2188500,262,0
"5584",5584,1025500,2808500,448,0
"5585",5585,668500,1905500,562,0
"5586",5586,-508500,1773500,207,0
"5587",5587,-614500,2316500,180,0
"5588",5588,419500,3786500,344,0
"5589",5589,164500,1404500,87,0
"5590",5590,2095500,2015500,734,0
"5591",5591,-1508500,3757500,259,0
"5592",5592,-1490500,3646500,260,0
"5593",5593,2032500,3143500,61,0
"5594",5594,75500,3962500,137,0
"5595",5595,-1727500,3506500,213,0
"5596",5596,-700500,4403500,51,0
"5597",5597,1225500,1769500,829,0
"5598",5598,183500,4215500,87,0
"5599",5599,-193500,1565500,309,0
"5600",5600,1813500,2524500,490,0
"5601",5601,1267500,1344500,1139,0
"5602",5602,1236500,2411500,216,0
"5603",5603,-361500,4359500,295,0
"5604",5604,239500,547500,65,0
"5605",5605,1084500,2926500,535,0
"5606",5606,136500,4357500,100,0
"5607",5607,1025500,2898500,308,0
"5608",5608,654500,3811500,281,0
"5609",5609,-3500,3043500,56,0
"5610",5610,-866500,352500,4171,0
"5611",5611,2123500,1868500,152,0
"5612",5612,247500,3104500,146,0
"5613",5613,1348500,1396500,887,0
"5614",5614,-470500,1969500,163,0
"5615",5615,-721500,995500,4720,0
"5616",5616,1307500,2897500,180,0
"5617",5617,92500,3792500,222,0
"5618",5618,-1440500,3869500,219,0
"5619",5619,-1637500,3362500,136,0
"5620",5620,-644500,3502500,77,0
"5621",5621,1486500,1330500,818,0
"5622",5622,658500,816500,617,0
"5623",5623,1025500,2169500,263,0
"5624",5624,-1289500,3332500,139,0
"5625",5625,-35500,3957500,106,0
"5626",5626,-597500,4224500,441,0
"5627",5627,1521500,3354500,78,0
"5628",5628,479500,2961500,225,0
"5629",5629,-88500,1424500,260,0
"5630",5630,-1797500,3799500,1499,0
"5631",5631,270500,2387500,289,0
"5632",5632,2422500,2870500,134,0
"5633",5633,-649500,661500,4424,0
"5634",5634,-823500,251500,3802,0
"5635",5635,-205500,2515500,197,0
"5636",5636,211500,677500,62,0
"5637",5637,928500,1753500,563,0
"5638",5638,-494500,4695500,1836,0
"5639",5639,-66500,2245500,368,0
"5640",5640,969500,3868500,253,0
"5641",5641,-1071500,2946500,153,0
"5642",5642,-1229500,2625500,257,0
"5643",5643,-1055500,3402500,157,0
"5644",5644,1954500,2635500,289,0
"5645",5645,326500,3055500,51,0
"5646",5646,-1409500,3424500,143,0
"5647",5647,337500,3594500,147,0
"5648",5648,-1345500,3463500,174,0
"5649",5649,622500,787500,642,0
"5650",5650,698500,1559500,651,0
"5651",5651,-939500,4172500,91,0
"5652",5652,-737500,1171500,4160,0
"5653",5653,-648500,3917500,225,0
"5654",5654,406500,1871500,149,0
"5655",5655,-1557500,3384500,182,0
"5656",5656,986500,1456500,471,0
"5657",5657,-818500,805500,4744,0
"5658",5658,40500,4317500,108,0
"5659",5659,65500,3496500,205,0
"5660",5660,-1236500,4781500,46,0
"5661",5661,-415500,1487500,1341,0
"5662",5662,-916500,757500,2401,0
"5663",5663,-1373500,2932500,168,0
"5664",5664,938500,3998500,119,0
"5665",5665,370500,1408500,113,0
"5666",5666,1753500,2002500,486,0
"5667",5667,-88500,3921500,98,0
"5668",5668,672500,909500,502,0
"5669",5669,-545500,3346500,45,0
"5670",5670,1024500,434500,829,0
"5671",5671,1942500,1675500,837,0
"5672",5672,-746500,4505500,76,0
"5673",5673,-2106500,3568500,2510,0
"5674",5674,-1903500,2880500,1822,0
"5675",5675,-221500,3571500,40,0
"5676",5676,-346500,542500,162,0
"5677",5677,-1843500,2622500,3937,0
"5678",5678,394500,4024500,297,0
"5679",5679,1871500,2382500,437,0
"5680",5680,-1864500,3062500,152,0
"5681",5681,-869500,1844500,4893,0
"5682",5682,-1812500,2865500,1440,0
"5683",5683,1236500,2108500,334,0
"5684",5684,-367500,444500,148,0
"5685",5685,661500,985500,353,0
"5686",5686,-851500,3142500,117,0
"5687",5687,965500,3248500,119,0
"5688",5688,-38500,1464500,278,0
"5689",5689,-1345500,2950500,138,0
"5690",5690,-841500,4539500,124,0
"5691",5691,1596500,2022500,741,0
"5692",5692,-1816500,4394500,48,0
"5693",5693,174500,3670500,181,0
"5694",5694,-373500,689500,285,0
"5695",5695,326500,2503500,310,0
"5696",5696,-699500,3205500,91,0
"5697",5697,312500,2470500,321,0
"5698",5698,1035500,655500,894,0
"5699",5699,-1043500,2271500,354,0
"5700",5700,1437500,2100500,722,0
"5701",5701,-528500,1855500,179,0
"5702",5702,1774500,3239500,32,0
"5703",5703,-1376500,2619500,239,0
"5704",5704,-370500,221500,735,0
"5705",5705,1604500,2712500,383,0
"5706",5706,-726500,1149500,4112,0
"5707",5707,509500,282500,304,0
"5708",5708,-168500,2001500,271,0
"5709",5709,-733500,4160500,142,0
"5710",5710,235500,2984500,185,0
"5711",5711,1454500,2716500,304,0
"5712",5712,-731500,3383500,53,0
"5713",5713,-285500,441500,123,0
"5714",5714,-735500,3852500,95,0
"5715",5715,1173500,1012500,489,0
"5716",5716,1743500,3348500,31,0
"5717",5717,1948500,1560500,297,0
"5718",5718,238500,903500,73,0
"5719",5719,-849500,371500,3674,0
"5720",5720,-85500,3710500,67,0
"5721",5721,834500,536500,944,0
"5722",5722,-274500,1047500,231,0
"5723",5723,803500,3806500,285,0
"5724",5724,1480500,1513500,566,0
"5725",5725,853500,2269500,339,0
"5726",5726,1119500,2448500,213,0
"5727",5727,-20500,1068500,145,0
"5728",5728,-1338500,3647500,190,0
"5729",5729,1508500,1228500,1046,0
"5730",5730,1825500,1630500,792,0
"5731",5731,-932500,2179500,211,0
"5732",5732,-284500,2929500,58,0
"5733",5733,-630500,2577500,171,0
"5734",5734,1468500,2234500,799,0
"5735",5735,256500,1245500,130,0
"5736",5736,-1323500,3426500,141,0
"5737",5737,-838500,1815500,4676,0
"5738",5738,1401500,1999500,762,0
"5739",5739,543500,1510500,530,0
"5740",5740,1322500,3004500,147,0
"5741",5741,-222500,993500,203,0
"5742",5742,-390500,3050500,50,0
"5743",5743,831500,1949500,276,0
"5744",5744,-457500,3198500,71,0
"5745",5745,1620500,1132500,859,0
"5746",5746,816500,2474500,306,0
