"","x","y","elevation","Presence"
"4989",2016500,2658500,309,0
"4990",-1583500,3211500,165,0
"4991",1139500,2792500,185,0
"4992",-2036500,4136500,89,0
"4993",673500,949500,459,0
"4994",-778500,4158500,443,0
"4995",-1535500,2070500,4397,0
"4996",956500,3966500,121,0
"4997",-593500,3963500,161,0
"4998",-59500,582500,95,0
"4999",142500,4304500,69,0
"5000",-997500,2938500,166,0
"5001",-709500,3647500,78,0
"5002",116500,3509500,65,0
"5003",317500,2374500,340,0
"5004",2013500,2883500,287,0
"5005",133500,3044500,114,0
"5006",760500,3119500,357,0
"5007",2463500,2571500,600,0
"5008",-785500,799500,4387,0
"5009",282500,2241500,350,0
"5010",-376500,2095500,150,0
"5011",164500,2094500,575,0
"5012",331500,3638500,226,0
"5013",405500,2380500,371,0
"5014",716500,2617500,288,0
"5015",-790500,1373500,3661,0
"5016",-890500,1200500,2378,0
"5017",-1027500,3126500,150,0
"5018",-1370500,3527500,180,0
"5019",1699500,2547500,364,0
"5020",294500,4223500,46,0
"5021",-91500,3832500,75,0
"5022",249500,1089500,300,0
"5023",2127500,2659500,541,0
"5024",1515500,2853500,353,0
"5025",-1797500,3501500,217,0
"5026",-1742500,3742500,251,0
"5027",95500,4291500,118,0
"5028",-339500,1985500,236,0
"5029",-78500,3887500,113,0
"5030",-695500,3194500,90,0
"5031",1801500,2299500,417,0
"5032",-800500,3346500,62,0
"5033",533500,859500,250,0
"5034",-598500,3133500,94,0
"5035",-663500,3692500,168,0
"5036",374500,2288500,398,0
"5037",380500,2741500,483,0
"5038",1076500,2176500,268,0
"5039",2116500,2877500,554,0
"5040",1213500,1905500,680,0
"5041",343500,3727500,252,0
"5042",-29500,4032500,88,0
"5043",-1302500,3299500,124,0
"5044",1541500,1774500,563,0
"5045",-1910500,3870500,1176,0
"5046",194500,1227500,89,0
"5047",674500,2865500,254,0
"5048",-1154500,1795500,4282,0
"5049",71500,1816500,173,0
"5050",214500,2658500,177,0
"5051",-141500,1880500,357,0
"5052",-1591500,2302500,4103,0
"5053",1186500,3394500,22,0
"5054",-1905500,3634500,306,0
"5055",151500,1724500,103,0
"5056",564500,3509500,205,0
"5057",857500,2439500,224,0
"5058",2212500,2307500,322,0
"5059",570500,997500,350,0
"5060",669500,1446500,571,0
"5061",-1829500,3136500,174,0
"5062",1500500,3424500,56,0
"5063",-192500,1046500,211,0
"5064",-160500,1680500,269,0
"5065",-972500,252500,3352,0
"5066",-65500,2113500,215,0
"5067",-631500,1632500,3145,0
"5068",-711500,3460500,45,0
"5069",1513500,3393500,26,0
"5070",454500,697500,285,0
"5071",-1132500,4120500,130,0
"5072",294500,3766500,389,0
"5073",269500,3449500,112,0
"5074",-779500,567500,4861,0
"5075",-222500,3159500,19,0
"5076",330500,1811500,120,0
"5077",-1955500,4022500,136,0
"5078",1164500,1704500,878,0
"5079",-1887500,3090500,160,0
"5080",1542500,1906500,785,0
"5081",-1456500,4050500,175,0
"5082",1525500,2357500,525,0
"5083",2524500,2537500,676,0
"5084",1725500,2726500,413,0
"5085",948500,3610500,25,0
"5086",-1883500,3618500,281,0
"5087",2111500,1933500,173,0
"5088",1699500,2533500,412,0
"5089",-640500,3516500,76,0
"5090",550500,2442500,365,0
"5091",750500,557500,852,0
"5092",-60500,1903500,269,0
"5093",-2182500,3107500,808,0
"5094",1703500,1234500,708,0
"5095",507500,3639500,367,0
"5096",8500,2037500,230,0
"5097",-2081500,3213500,2489,0
"5098",1509500,2716500,352,0
"5099",1389500,3148500,160,0
"5100",-200500,3170500,55,0
"5101",-72500,4315500,232,0
"5102",2561500,2416500,142,0
"5103",-137500,367500,73,0
"5104",532500,1755500,402,0
"5105",651500,3160500,204,0
"5106",-91500,993500,159,0
"5107",33500,482500,61,0
"5108",-410500,3793500,119,0
"5109",-734500,2957500,120,0
"5110",488500,1792500,274,0
"5111",1344500,2811500,160,0
"5112",1286500,2923500,139,0
"5113",287500,4145500,90,0
"5114",-2011500,2523500,0,0
"5115",991500,397500,340,0
"5116",2042500,3028500,318,0
"5117",-1087500,2995500,178,0
"5118",-100500,3255500,23,0
"5119",919500,1336500,387,0
"5120",-117500,1311500,227,0
"5121",-2023500,4250500,35,0
"5122",-215500,2751500,93,0
"5123",1112500,2138500,337,0
"5124",-6500,1151500,147,0
"5125",-74500,4244500,581,0
"5126",-174500,958500,187,0
"5127",558500,1924500,617,0
"5128",-401500,4595500,109,0
"5129",-134500,3539500,40,0
"5130",1589500,2083500,626,0
"5131",243500,4077500,112,0
"5132",2203500,2097500,196,0
"5133",-1668500,4444500,48,0
"5134",1576500,2455500,683,0
"5135",2005500,1461500,70,0
"5136",-770500,2388500,196,0
"5137",-717500,3712500,115,0
"5138",500,3747500,138,0
"5139",-1139500,3191500,60,0
"5140",-2500,3442500,165,0
"5141",-145500,4260500,1211,0
"5142",1464500,2733500,336,0
"5143",-301500,1738500,251,0
"5144",94500,2604500,183,0
"5145",-1792500,2687500,1279,0
"5146",413500,3528500,46,0
"5147",-1045500,2920500,168,0
"5148",2324500,2689500,613,0
"5149",-977500,2322500,322,0
"5150",-327500,2533500,127,0
"5151",-485500,1243500,3575,0
"5152",-779500,3725500,112,0
"5153",-72500,4239500,867,0
"5154",-781500,3377500,56,0
"5155",334500,1540500,107,0
"5156",259500,1178500,216,0
"5157",1626500,1168500,710,0
"5158",-271500,629500,194,0
"5159",-848500,4019500,124,0
"5160",1621500,1443500,933,0
"5161",2256500,2919500,271,0
"5162",218500,1804500,116,0
"5163",1443500,999500,630,0
"5164",2110500,2412500,498,0
"5165",1273500,2040500,554,0
"5166",-1734500,2855500,194,0
"5167",-1267500,4594500,406,0
"5168",-218500,3015500,62,0
"5169",2035500,2077500,281,0
"5170",-210500,702500,184,0
"5171",-300500,4679500,16,0
"5172",906500,2100500,236,0
"5173",1408500,2123500,567,0
"5174",-2336500,3304500,322,0
"5175",-1090500,2199500,289,0
"5176",2673500,2507500,139,0
"5177",266500,2611500,323,0
"5178",1083500,1395500,561,0
"5179",2345500,2446500,284,0
"5180",-1898500,4087500,2607,0
"5181",2261500,2252500,319,0
"5182",2094500,2398500,886,0
"5183",-625500,4049500,985,0
"5184",943500,1778500,703,0
"5185",-126500,3942500,91,0
"5186",1034500,2809500,402,0
"5187",230500,3130500,60,0
"5188",-860500,1052500,2590,0
"5189",1127500,1941500,546,0
"5190",648500,1732500,720,0
"5191",-104500,3654500,44,0
"5192",848500,3873500,146,0
"5193",1534500,2818500,404,0
"5194",138500,3660500,326,0
"5195",-1416500,2619500,282,0
"5196",-1715500,4555500,61,0
"5197",171500,1657500,160,0
"5198",425500,737500,230,0
"5199",-1674500,3899500,521,0
"5200",771500,2103500,377,0
"5201",-268500,3952500,298,0
"5202",-552500,2372500,151,0
"5203",-886500,1427500,4163,0
"5204",-1908500,3694500,935,0
"5205",-1540500,2864500,201,0
"5206",1388500,917500,870,0
"5207",-1631500,3313500,171,0
"5208",1537500,2906500,273,0
"5209",1068500,931500,710,0
"5210",-1499500,3385500,162,0
"5211",880500,1501500,529,0
"5212",-1324500,2637500,304,0
"5213",-896500,1523500,3973,0
"5214",-1252500,2013500,3436,0
"5215",2431500,2460500,388,0
"5216",-394500,3770500,717,0
"5217",-517500,4523500,125,0
"5218",1443500,1425500,648,0
"5219",121500,898500,99,0
"5220",-441500,1621500,1723,0
"5221",233500,4063500,123,0
"5222",-800500,2772500,148,0
"5223",-2113500,3528500,2507,0
"5224",-1585500,4126500,2668,0
"5225",-209500,2467500,174,0
"5226",-1011500,541500,233,0
"5227",-919500,3548500,108,0
"5228",-1544500,2127500,3591,0
"5229",-1436500,2458500,303,0
"5230",-672500,801500,4077,0
"5231",5500,2052500,232,0
"5232",10500,2678500,130,0
"5233",-173500,1936500,296,0
"5234",-848500,3375500,109,0
"5235",2064500,2534500,462,0
"5236",-667500,1425500,3955,0
"5237",346500,786500,145,0
"5238",607500,1248500,431,0
"5239",1065500,2409500,184,0
"5240",-1750500,2250500,3836,0
"5241",-1954500,3712500,2552,0
"5242",-1367500,2922500,169,0
"5243",1878500,2233500,863,0
"5244",-628500,1770500,1550,0
"5245",2115500,2012500,773,0
"5246",-826500,3654500,118,0
"5247",1855500,1115500,17,0
"5248",-648500,338500,1521,0
"5249",56500,2265500,352,0
"5250",1266500,1721500,1167,0
"5251",247500,1231500,123,0
"5252",-419500,2315500,160,0
"5253",-734500,3405500,57,0
"5254",-934500,2910500,113,0
"5255",1902500,1431500,273,0
"5256",846500,1571500,637,0
"5257",1063500,3682500,23,0
"5258",-1451500,3096500,145,0
"5259",1313500,2907500,321,0
"5260",-102500,3383500,22,0
"5261",-1806500,4531500,92,0
"5262",1742500,1509500,738,0
"5263",-709500,1405500,3842,0
"5264",628500,2173500,325,0
"5265",-974500,1902500,4071,0
"5266",-1182500,1955500,3910,0
"5267",-275500,3228500,32,0
"5268",-513500,4657500,261,0
"5269",-692500,4107500,159,0
"5270",1631500,1064500,485,0
"5271",1601500,2913500,279,0
"5272",-1777500,4289500,1382,0
"5273",-1161500,3538500,118,0
"5274",179500,920500,86,0
"5275",469500,2666500,444,0
"5276",334500,3382500,25,0
"5277",-47500,653500,105,0
"5278",75500,1212500,114,0
"5279",-1222500,2295500,353,0
"5280",54500,1132500,118,0
"5281",330500,2809500,364,0
"5282",375500,3627500,174,0
"5283",474500,879500,239,0
"5284",1508500,2088500,788,0
"5285",-706500,3977500,114,0
"5286",1135500,2204500,259,0
"5287",1767500,2504500,476,0
"5288",483500,2550500,274,0
"5289",-1254500,2302500,453,0
"5290",2474500,2644500,599,0
"5291",-629500,3417500,45,0
"5292",1011500,1229500,429,0
"5293",1143500,1692500,807,0
"5294",1685500,2081500,447,0
"5295",-1480500,4468500,51,0
"5296",964500,3305500,61,0
"5297",573500,1120500,402,0
"5298",-1098500,2053500,4536,0
"5299",-813500,344500,3247,0
"5300",255500,1039500,86,0
"5301",652500,1576500,522,0
"5302",-401500,1887500,184,0
"5303",2031500,2682500,306,0
"5304",940500,1623500,675,0
"5305",66500,650500,80,0
"5306",-83500,600500,107,0
"5307",-765500,2666500,149,0
"5308",1275500,3286500,40,0
"5309",1499500,1494500,663,0
"5310",-828500,1323500,4293,0
"5311",-1716500,4333500,573,0
"5312",-613500,1429500,4623,0
"5313",763500,1432500,407,0
"5314",-480500,3603500,54,0
"5315",958500,353500,223,0
"5316",-379500,862500,361,0
"5317",695500,2958500,220,0
"5318",1854500,2921500,139,0
"5319",12500,3205500,33,0
"5320",1261500,2366500,279,0
"5321",576500,3228500,130,0
"5322",1625500,3201500,40,0
"5323",1044500,1138500,486,0
"5324",613500,1591500,379,0
"5325",1113500,3699500,3,0
"5326",1455500,2498500,655,0
"5327",1218500,2733500,207,0
"5328",-1252500,2124500,4549,0
"5329",-1081500,2398500,327,0
"5330",-357500,1292500,1214,0
"5331",1154500,3459500,25,0
"5332",-141500,1085500,202,0
"5333",-339500,3296500,38,0
"5334",231500,2654500,239,0
"5335",-1247500,1978500,4434,0
"5336",-1856500,2898500,974,0
"5337",-1839500,2421500,4166,0
"5338",933500,1797500,411,0
"5339",-1333500,3752500,230,0
"5340",2099500,2462500,410,0
"5341",-966500,1320500,1004,0
"5342",2198500,3114500,59,0
"5343",-1416500,3932500,222,0
"5344",1528500,3096500,324,0
"5345",1233500,2260500,337,0
"5346",1290500,1077500,733,0
"5347",-778500,4372500,59,0
"5348",328500,3047500,107,0
"5349",-637500,1098500,4167,0
"5350",-770500,1420500,3911,0
"5351",-1923500,3359500,378,0
"5352",-933500,3496500,108,0
"5353",2554500,2605500,428,0
"5354",-1423500,2014500,4056,0
"5355",-1145500,4772500,188,0
"5356",76500,736500,87,0
"5357",-2117500,2700500,75,0
"5358",-410500,3673500,34,0
"5359",756500,3289500,210,0
"5360",2024500,2314500,585,0
"5361",520500,482500,279,0
"5362",1596500,2905500,235,0
"5363",-415500,950500,464,0
"5364",445500,594500,187,0
"5365",1940500,1763500,939,0
"5366",-140500,1267500,232,0
"5367",-1175500,2172500,688,0
"5368",-839500,798500,3849,0
"5369",399500,2234500,360,0
"5370",-54500,3173500,33,0
"5371",-1546500,4612500,141,0
"5372",-368500,3590500,34,0
"5373",-161500,346500,79,0
"5374",-2306500,3253500,127,0
"5375",-747500,3639500,101,0
"5376",1579500,1893500,780,0
"5377",-108500,2339500,212,0
"5378",-558500,2304500,140,0
"5379",771500,3049500,194,0
"5380",867500,2263500,324,0
"5381",1280500,2932500,110,0
"5382",437500,450500,121,0
"5383",1126500,3552500,17,0
"5384",-1423500,4208500,600,0
"5385",1615500,3409500,36,0
"5386",-343500,3251500,38,0
"5387",-1473500,2500500,263,0
"5388",1167500,1651500,776,0
"5389",122500,3432500,75,0
"5390",1832500,2720500,330,0
"5391",-1154500,4554500,117,0
"5392",-2033500,4251500,91,0
"5393",-478500,1917500,165,0
"5394",706500,3037500,199,0
"5395",-435500,1584500,2750,0
"5396",-1392500,2857500,192,0
"5397",-141500,3053500,57,0
"5398",-76500,3079500,35,0
"5399",-1194500,1881500,4768,0
"5400",-186500,2029500,203,0
"5401",1662500,1621500,865,0
"5402",-1338500,3105500,130,0
"5403",-730500,3625500,85,0
"5404",204500,438500,70,0
"5405",-404500,638500,288,0
"5406",1045500,531500,96,0
"5407",-1757500,2649500,1107,0
"5408",854500,406500,854,0
"5409",1920500,3094500,109,0
"5410",234500,3433500,116,0
"5411",-1168500,2618500,249,0
"5412",-1703500,4073500,1256,0
"5413",-1214500,1902500,4520,0
"5414",681500,2703500,308,0
"5415",1504500,1393500,657,0
"5416",-354500,678500,243,0
"5417",283500,3858500,281,0
"5418",170500,3529500,218,0
"5419",-1210500,4611500,1456,0
"5420",472500,299500,397,0
"5421",1288500,2053500,517,0
"5422",-404500,3317500,61,0
"5423",-6500,4205500,1043,0
"5424",-1258500,4573500,2046,0
"5425",2270500,2082500,46,0
"5426",-1235500,4684500,484,0
"5427",174500,1476500,100,0
"5428",-1285500,4142500,121,0
"5429",1852500,2834500,262,0
"5430",-1254500,4150500,130,0
"5431",-185500,3749500,51,0
"5432",1259500,2763500,226,0
"5433",1517500,2512500,372,0
"5434",-1805500,3738500,485,0
"5435",30500,1283500,125,0
"5436",756500,3187500,195,0
"5437",-1716500,4724500,1384,0
"5438",-430500,2417500,181,0
"5439",2560500,2428500,258,0
"5440",-805500,3376500,61,0
"5441",-1548500,4594500,82,0
"5442",591500,422500,352,0
"5443",173500,1783500,110,0
"5444",-56500,3124500,30,0
"5445",2135500,2050500,363,0
"5446",172500,456500,71,0
"5447",31500,1210500,128,0
"5448",-1950500,3100500,644,0
"5449",1975500,1605500,319,0
"5450",-787500,2586500,174,0
"5451",2067500,1627500,124,0
"5452",692500,959500,469,0
"5453",638500,3281500,211,0
"5454",-1485500,2975500,142,0
"5455",-232500,4204500,1370,0
"5456",-601500,3180500,87,0
"5457",790500,3357500,136,0
"5458",-1991500,3572500,1141,0
"5459",680500,4210500,56,0
"5460",2096500,1738500,323,0
"5461",1888500,2467500,423,0
"5462",46500,3935500,141,0
"5463",239500,460500,69,0
"5464",805500,2136500,356,0
"5465",-540500,4558500,226,0
"5466",-243500,3865500,157,0
"5467",1043500,3196500,108,0
"5468",585500,3058500,219,0
"5469",1275500,1806500,1033,0
"5470",1793500,1573500,1124,0
"5471",-572500,4146500,421,0
"5472",2028500,2191500,549,0
"5473",354500,917500,188,0
"5474",1187500,1566500,749,0
"5475",-1617500,4713500,2542,0
"5476",-1581500,3405500,186,0
"5477",198500,1393500,82,0
"5478",-331500,4182500,439,0
"5479",437500,1422500,124,0
"5480",-1782500,2180500,0,0
"5481",-1555500,4012500,233,0
"5482",-1682500,4684500,1938,0
"5483",98500,1500500,243,0
"5484",-92500,2198500,250,0
"5485",2480500,2928500,44,0
"5486",77500,4328500,106,0
"5487",369500,3977500,267,0
"5488",714500,2899500,332,0
"5489",-1804500,4165500,2989,0
"5490",-1491500,4722500,55,0
"5491",589500,1857500,522,0
"5492",274500,2598500,240,0
"5493",-1131500,2477500,279,0
"5494",1030500,3358500,35,0
"5495",1731500,2279500,505,0
"5496",-855500,472500,4645,0
"5497",714500,2385500,279,0
"5498",-1382500,4381500,177,0
"5499",-971500,3115500,145,0
"5500",-1752500,4683500,0,0
"5501",1555500,1568500,566,0
"5502",867500,2675500,276,0
"5503",114500,1495500,176,0
"5504",-502500,340500,547,0
"5505",1335500,1311500,1395,0
"5506",-436500,4448500,136,0
"5507",-1312500,2564500,342,0
"5508",-1223500,3134500,87,0
"5509",1989500,2586500,650,0
"5510",636500,345500,331,0
"5511",2274500,2733500,324,0
"5512",951500,1662500,601,0
"5513",-592500,433500,755,0
"5514",-1209500,3163500,115,0
"5515",915500,3397500,54,0
"5516",1371500,3348500,15,0
"5517",745500,2097500,407,0
"5518",-925500,2041500,2006,0
"5519",-632500,4669500,32,0
"5520",1009500,2531500,226,0
"5521",923500,3847500,174,0
"5522",1882500,2104500,1166,0
"5523",-833500,4000500,113,0
"5524",-807500,831500,4364,0
"5525",-20500,4039500,98,0
"5526",-1996500,3254500,299,0
"5527",-121500,2953500,66,0
"5528",703500,478500,589,0
"5529",52500,3790500,194,0
"5530",1089500,2582500,193,0
"5531",-668500,3877500,132,0
"5532",-155500,1502500,378,0
"5533",1288500,2559500,303,0
"5534",1925500,1691500,280,0
"5535",1438500,3288500,130,0
"5536",-683500,1485500,3710,0
"5537",-190500,3687500,48,0
"5538",-773500,2403500,170,0
"5539",942500,1984500,255,0
"5540",540500,2146500,484,0
"5541",355500,3694500,210,0
"5542",-481500,1747500,209,0
"5543",1937500,2251500,763,0
"5544",-236500,513500,151,0
"5545",1457500,1123500,964,0
"5546",2143500,2349500,437,0
"5547",444500,4125500,126,0
"5548",-1901500,4364500,135,0
"5549",-1927500,3608500,317,0
"5550",238500,3088500,146,0
"5551",1473500,2368500,774,0
"5552",-1079500,4106500,154,0
"5553",397500,2549500,245,0
"5554",-777500,1224500,4127,0
"5555",-131500,1319500,247,0
"5556",-779500,1129500,5068,0
"5557",-1337500,3094500,98,0
"5558",-159500,3099500,57,0
"5559",212500,386500,59,0
"5560",-1443500,2264500,1990,0
"5561",-1638500,3965500,2347,0
"5562",454500,3262500,81,0
"5563",1990500,2377500,1012,0
"5564",-703500,1110500,4751,0
"5565",-471500,4194500,341,0
"5566",-163500,3460500,13,0
"5567",-1468500,4808500,60,0
"5568",2602500,2468500,385,0
"5569",-812500,2839500,152,0
"5570",-1412500,3900500,181,0
"5571",1525500,2344500,752,0
"5572",419500,3534500,130,0
"5573",874500,2255500,341,0
"5574",84500,1992500,691,0
"5575",-1883500,2792500,987,0
"5576",963500,929500,617,0
"5577",-1257500,1739500,525,0
"5578",-1343500,4189500,147,0
"5579",-1560500,4336500,995,0
"5580",2017500,1584500,223,0
"5581",791500,2528500,300,0
"5582",-295500,2549500,188,0
"5583",-611500,1327500,3506,0
"5584",2687500,2533500,116,0
"5585",1142500,2595500,202,0
"5586",599500,3108500,176,0
"5587",1572500,2053500,705,0
"5588",-511500,1915500,162,0
"5589",-427500,2756500,94,0
"5590",831500,3168500,179,0
"5591",1881500,2957500,113,0
"5592",1029500,2969500,620,0
"5593",-28500,3607500,119,0
"5594",-123500,2944500,71,0
"5595",-1006500,1346500,743,0
"5596",1185500,1256500,561,0
"5597",-1303500,3168500,112,0
"5598",433500,4206500,38,0
"5599",1963500,2935500,155,0
"5600",-805500,1544500,3764,0
"5601",556500,1519500,367,0
"5602",1641500,2746500,372,0
"5603",1119500,1095500,557,0
"5604",126500,2931500,156,0
"5605",-128500,1645500,273,0
"5606",1894500,2160500,1146,0
"5607",24500,1246500,129,0
"5608",-1568500,3793500,285,0
"5609",111500,3127500,73,0
"5610",-1076500,2136500,397,0
"5611",1946500,2276500,807,0
"5612",631500,2565500,356,0
"5613",-459500,1808500,206,0
"5614",2665500,2871500,57,0
"5615",28500,1338500,126,0
"5616",-843500,4710500,1237,0
"5617",-121500,393500,71,0
"5618",1017500,493500,696,0
"5619",-1086500,3694500,136,0
"5620",-1215500,2467500,326,0
"5621",1010500,2866500,449,0
"5622",786500,3831500,292,0
"5623",-94500,2690500,126,0
"5624",191500,2412500,257,0
"5625",784500,2319500,319,0
"5626",896500,2877500,336,0
"5627",-202500,2287500,262,0
"5628",-1497500,3865500,285,0
"5629",-1455500,2527500,285,0
"5630",2413500,2734500,196,0
"5631",261500,2761500,173,0
"5632",-584500,1116500,3660,0
"5633",617500,1816500,339,0
"5634",-661500,829500,3869,0
"5635",-1283500,3707500,213,0
"5636",-376500,1887500,203,0
"5637",-1570500,3029500,108,0
"5638",21500,380500,57,0
"5639",-20500,1022500,143,0
"5640",-851500,1378500,3964,0
"5641",-1244500,3330500,152,0
"5642",42500,4211500,464,0
"5643",-1328500,2783500,200,0
"5644",-2014500,3804500,1719,0
"5645",-650500,3108500,98,0
"5646",-2319500,2919500,279,0
"5647",1135500,2219500,248,0
"5648",-1956500,4356500,411,0
"5649",682500,3424500,1,0
"5650",1030500,488500,709,0
"5651",433500,426500,120,0
"5652",569500,945500,285,0
"5653",820500,3542500,46,0
"5654",-1237500,4241500,107,0
"5655",861500,3468500,9,0
"5656",259500,2630500,292,0
"5657",-1053500,2121500,894,0
"5658",-1180500,1925500,4806,0
"5659",988500,1059500,517,0
"5660",131500,308500,75,0
"5661",411500,2440500,380,0
"5662",1695500,1691500,1001,0
"5663",387500,3299500,34,0
"5664",1600500,1758500,828,0
"5665",2039500,1400500,0,0
"5666",982500,553500,635,0
"5667",2709500,2613500,77,0
"5668",-359500,3879500,332,0
"5669",-1722500,2418500,3958,0
"5670",-1869500,3514500,249,0
"5671",-1981500,4133500,66,0
"5672",1587500,1274500,1078,0
"5673",-1445500,4697500,75,0
"5674",-867500,1916500,1300,0
"5675",937500,967500,563,0
"5676",626500,2462500,376,0
"5677",982500,1264500,437,0
"5678",-1985500,2487500,0,0
"5679",-1097500,2292500,334,0
"5680",-247500,2771500,104,0
"5681",-1955500,2551500,2259,0
"5682",1406500,2367500,657,0
"5683",412500,3036500,166,0
"5684",1739500,1697500,1093,0
"5685",-120500,675500,137,0
"5686",-113500,2825500,100,0
"5687",1304500,1884500,645,0
"5688",855500,2764500,275,0
"5689",78500,3818500,708,0
"5690",-1988500,4061500,41,0
"5691",78500,4383500,138,0
"5692",590500,3963500,292,0
"5693",836500,482500,713,0
"5694",-557500,3311500,25,0
"5695",-344500,1205500,566,0
"5696",-823500,2666500,178,0
"5697",784500,3821500,396,0
"5698",-1771500,2241500,2061,0
"5699",906500,2502500,305,0
"5700",-242500,2047500,207,0
"5701",-512500,2474500,217,0
"5702",-43500,4176500,859,0
"5703",-1242500,2827500,178,0
"5704",498500,3716500,351,0
"5705",-174500,2313500,426,0
"5706",1742500,1514500,757,0
"5707",164500,3591500,115,0
"5708",-743500,3952500,118,0
"5709",-1008500,3592500,125,0
"5710",-353500,1388500,1119,0
"5711",1058500,2141500,275,0
"5712",2624500,2437500,54,0
"5713",1942500,1299500,329,0
"5714",35500,226500,27,0
"5715",-1284500,1795500,1700,0
"5716",-1845500,2557500,3103,0
"5717",331500,4151500,95,0
"5718",-559500,2930500,85,0
"5719",-754500,3405500,75,0
"5720",1535500,1018500,474,0
"5721",190500,2880500,151,0
"5722",2721500,2795500,36,0
"5723",447500,1722500,141,0
"5724",1483500,1720500,587,0
"5725",457500,3157500,158,0
"5726",540500,3604500,444,0
"5727",-436500,2310500,187,0
"5728",939500,1669500,752,0
"5729",-115500,2192500,201,0
"5730",168500,1197500,94,0
"5731",1710500,2593500,278,0
"5732",1540500,3447500,39,0
"5733",1148500,3342500,24,0
"5734",-1645500,3129500,122,0
"5735",387500,433500,93,0
"5736",1071500,929500,697,0
"5737",2203500,2837500,497,0
"5738",-1222500,2077500,4288,0
"5739",-813500,3169500,90,0
"5740",-178500,1592500,297,0
"5741",6500,850500,116,0
"5742",-551500,4209500,346,0
"5743",-412500,739500,559,0
"5744",2072500,2576500,476,0
"5745",-1178500,3444500,107,0
"5746",1222500,2875500,170,0
"5747",1506500,2735500,345,0
"5748",-1235500,3054500,134,0
"5749",-1748500,2796500,765,0
"5750",1204500,3136500,105,0
"5751",-617500,2808500,118,0
"5752",73500,571500,66,0
"5753",-597500,1525500,3911,0
"5754",504500,3998500,218,0
"5755",-1287500,2182500,3173,0
"5756",-638500,1934500,197,0
"5757",2264500,2596500,492,0
"5758",-576500,3217500,69,0
"5759",1174500,3192500,74,0
"5760",441500,3679500,200,0
"5761",-204500,1787500,489,0
"5762",-348500,2965500,73,0
"5763",1983500,1854500,856,0
"5764",333500,625500,86,0
"5765",119500,3697500,189,0
"5766",-829500,2528500,143,0
"5767",-948500,982500,1119,0
"5768",1791500,2651500,453,0
"5769",-886500,2146500,223,0
"5770",830500,923500,610,0
"5771",-1015500,1612500,2146,0
"5772",1826500,2968500,173,0
"5773",-592500,411500,771,0
"5774",1265500,2430500,303,0
"5775",285500,2330500,310,0
"5776",-1652500,3635500,186,0
"5777",1459500,2954500,267,0
"5778",-251500,1172500,281,0
"5779",-719500,1046500,4533,0
"5780",203500,1755500,105,0
"5781",-255500,3580500,51,0
"5782",-803500,1776500,4583,0
"5783",1596500,1815500,514,0
"5784",-2309500,3447500,338,0
"5785",-28500,1874500,224,0
"5786",1542500,1824500,529,0
"5787",586500,249500,67,0
"5788",1476500,2874500,275,0
"5789",1174500,2316500,304,0
"5790",-857500,3459500,86,0
"5791",1479500,1867500,868,0
"5792",1800500,1105500,170,0
"5793",-953500,1020500,1543,0
"5794",631500,3872500,345,0
"5795",1812500,1513500,494,0
"5796",-574500,1180500,3772,0
"5797",-63500,3835500,86,0
"5798",1546500,2828500,363,0
"5799",591500,1286500,410,0
"5800",-339500,2208500,156,0
"5801",-759500,330500,1309,0
"5802",1715500,3027500,100,0
"5803",284500,1407500,148,0
"5804",972500,393500,1477,0
"5805",986500,760500,848,0
"5806",677500,2667500,326,0
"5807",-2135500,2973500,1727,0
"5808",330500,667500,103,0
"5809",645500,1133500,410,0
"5810",-1340500,1806500,1448,0
"5811",496500,2183500,440,0
"5812",-830500,2505500,174,0
"5813",-327500,2485500,236,0
"5814",1743500,1356500,244,0
"5815",1079500,2895500,249,0
"5816",-1250500,1753500,1150,0
"5817",-62500,4514500,20,0
"5818",1289500,1950500,1023,0
"5819",-548500,4696500,353,0
"5820",517500,4132500,99,0
"5821",-1683500,2953500,136,0
"5822",995500,1464500,462,0
"5823",-70500,2834500,33,0
"5824",260500,2654500,211,0
"5825",1489500,2699500,305,0
"5826",767500,3792500,271,0
"5827",1162500,1311500,517,0
"5828",1182500,2341500,275,0
"5829",492500,4138500,113,0
"5830",-712500,372500,1905,0
"5831",-1821500,3369500,246,0
"5832",1058500,2067500,264,0
"5833",-167500,3786500,48,0
"5834",1230500,3234500,81,0
"5835",88500,466500,45,0
"5836",1306500,2981500,96,0
"5837",615500,335500,380,0
"5838",-917500,2214500,200,0
"5839",6500,3503500,83,0
"5840",-715500,1755500,3899,0
"5841",-1416500,3380500,134,0
"5842",473500,3790500,356,0
"5843",739500,975500,316,0
"5844",-1565500,3602500,233,0
"5845",197500,3787500,422,0
"5846",-747500,1545500,3725,0
"5847",-722500,3040500,110,0
"5848",-1164500,1994500,3956,0
"5849",-715500,305500,2820,0
"5850",1359500,2724500,231,0
"5851",939500,942500,546,0
"5852",-166500,2499500,206,0
"5853",-752500,337500,1487,0
"5854",571500,3664500,441,0
"5855",-619500,2109500,155,0
"5856",-346500,2766500,84,0
"5857",1357500,2489500,269,0
"5858",-1193500,4500500,129,0
"5859",-964500,4550500,72,0
"5860",-144500,3984500,108,0
"5861",572500,3881500,361,0
"5862",2493500,2470500,728,0
"5863",1023500,2741500,326,0
"5864",385500,1496500,122,0
"5865",209500,3386500,40,0
